time (us),gyro,sim ACC,mag,alt (m),temp,time (s),Senor Acc (m/s^2),Sensor Acc (gs)
339730000,0,4101,0,-5.274,25.5,339.73,9.8112072,1.000123058
339796250,0,4075,0,-1.501,25.5,339.79625,9.8112072,1.000123058
339862500,0,4092,0,-2.536,25.5,339.8625,9.8112072,1.000123058
339928750,0,4087,0,0.483,25.5,339.92875,9.8112072,1.000123058
339995000,0,4097,0,-0.445,25.5,339.995,9.8112072,1.000123058
340061250,0,4074,0,-0.965,25.5,340.06125,9.8112072,1.000123058
340127500,0,4081,0,-1.869,25.5,340.1275,9.8112072,1.000123058
340193750,0,4100,0,1.557,25.5,340.19375,9.8112072,1.000123058
340260000,0,4094,0,-1.979,25.5,340.26,9.8112072,1.000123058
340326250,0,4098,0,1.056,25.5,340.32625,9.8112072,1.000123058
340392500,0,4121,0,-1.462,25.5,340.3925,9.8112072,1.000123058
340458750,0,4105,0,-2.932,25.5,340.45875,9.8112072,1.000123058
340525000,0,4086,0,-2.835,25.5,340.525,9.8112072,1.000123058
340591250,0,4116,0,2.294,25.5,340.59125,9.8112072,1.000123058
340657500,0,4101,0,-1.426,25.5,340.6575,9.8112072,1.000123058
340723750,0,4072,0,0.366,25.5,340.72375,9.8112072,1.000123058
340790000,0,4104,0,-0.581,25.5,340.79,9.8112072,1.000123058
340856250,0,4091,0,2.969,25.5,340.85625,9.8112072,1.000123058
340922500,0,4100,0,-0.202,25.5,340.9225,9.8112072,1.000123058
340988750,0,4096,0,3.855,25.5,340.98875,9.8112072,1.000123058
341055000,0,4095,0,2.496,25.5,341.055,9.8112072,1.000123058
341121250,0,4125,0,-1.455,25.5,341.12125,9.8112072,1.000123058
341187500,0,4080,0,1.537,25.5,341.1875,9.8112072,1.000123058
341253750,0,4123,0,-1.379,25.5,341.25375,9.8112072,1.000123058
341320000,0,4092,0,2.518,25.5,341.32,9.8112072,1.000123058
341386250,0,4090,0,0.594,25.5,341.38625,9.8112072,1.000123058
341452500,0,4060,0,1.135,25.5,341.4525,9.8112072,1.000123058
341518750,0,4102,0,-0.012,25.5,341.51875,9.8112072,1.000123058
341585000,0,4089,0,2.27,25.5,341.585,9.8112072,1.000123058
341651250,0,4078,0,3.301,25.5,341.65125,9.8112072,1.000123058
341717500,0,4095,0,-1.489,25.5,341.7175,9.8112072,1.000123058
341783750,0,4071,0,0.707,25.5,341.78375,9.8112072,1.000123058
341850000,0,4079,0,3.242,25.5,341.85,9.8112072,1.000123058
341916250,0,4082,0,2.332,25.5,341.91625,9.8112072,1.000123058
341982500,0,4112,0,-1.72,25.5,341.9825,9.8112072,1.000123058
342048750,0,4122,0,1.889,25.5,342.04875,9.8112072,1.000123058
342115000,0,4095,0,-4.725,25.5,342.115,9.8112072,1.000123058
342181250,0,4095,0,1.036,25.5,342.18125,9.8112072,1.000123058
342247500,0,4094,0,-0.371,25.5,342.2475,9.8112072,1.000123058
342313750,0,4082,0,1.267,25.5,342.31375,9.8112072,1.000123058
342380000,0,4079,0,0.893,25.5,342.38,9.8112072,1.000123058
342446250,0,4082,0,-1.161,25.5,342.44625,9.8112072,1.000123058
342512500,0,4099,0,0.05,25.5,342.5125,9.8112072,1.000123058
342578750,0,4102,0,-2.502,25.5,342.57875,9.8112072,1.000123058
342645000,0,4098,0,-2.262,25.5,342.645,9.8112072,1.000123058
342711250,0,4107,0,0.032,25.5,342.71125,9.8112072,1.000123058
342777500,0,4102,0,-2.268,25.5,342.7775,9.8112072,1.000123058
342843750,0,4081,0,2.206,25.5,342.84375,9.8112072,1.000123058
342910000,0,4072,0,-3.003,25.5,342.91,9.8112072,1.000123058
342976250,0,4115,0,-0.923,25.5,342.97625,9.8112072,1.000123058
343042500,0,4099,0,-0.805,25.5,343.0425,9.8112072,1.000123058
343108750,0,4111,0,1.298,25.5,343.10875,9.8112072,1.000123058
343175000,0,4090,0,-1.435,25.5,343.175,9.8112072,1.000123058
343241250,0,4102,0,0.823,25.5,343.24125,9.8112072,1.000123058
343307500,0,4127,0,-1.122,25.5,343.3075,9.8112072,1.000123058
343373750,0,4081,0,1.092,25.5,343.37375,9.8112072,1.000123058
343440000,0,4099,0,0.167,25.5,343.44,9.8112072,1.000123058
343506250,0,4103,0,-0.628,25.5,343.50625,9.8112072,1.000123058
343572500,0,4093,0,1.8,25.5,343.5725,9.8112072,1.000123058
343638750,0,4081,0,-0.322,25.5,343.63875,9.8112072,1.000123058
343705000,0,4064,0,1.005,25.5,343.705,9.8112072,1.000123058
343771250,0,4101,0,-1.97,25.5,343.77125,9.8112072,1.000123058
343837500,0,4097,0,4.316,25.5,343.8375,9.8112072,1.000123058
343903750,0,4066,0,1.871,25.5,343.90375,9.8112072,1.000123058
343970000,0,4106,0,-0.632,25.5,343.97,9.8112072,1.000123058
344036250,0,4103,0,2.629,25.5,344.03625,9.8112072,1.000123058
344102500,0,4097,0,2.543,25.5,344.1025,9.8112072,1.000123058
344168750,0,4095,0,0.612,25.5,344.16875,9.8112072,1.000123058
344235000,0,4112,0,-2.156,25.5,344.235,9.8112072,1.000123058
344301250,0,4108,0,-0.091,25.5,344.30125,9.8112072,1.000123058
344367500,0,4103,0,-1.269,25.5,344.3675,9.8112072,1.000123058
344433750,0,4119,0,-1.559,25.5,344.43375,9.8112072,1.000123058
344500000,0,4087,0,1.805,25.5,344.5,9.8112072,1.000123058
344566250,0,4081,0,3.498,25.5,344.56625,9.8112072,1.000123058
344632500,0,4118,0,-1.973,25.5,344.6325,9.8112072,1.000123058
344698750,0,4085,0,0.306,25.5,344.69875,9.8112072,1.000123058
344765000,0,4069,0,1.048,25.5,344.765,9.8112072,1.000123058
344831250,0,4098,0,1.003,25.5,344.83125,9.8112072,1.000123058
344897500,0,4091,0,-2.727,25.5,344.8975,9.8112072,1.000123058
344963750,0,4086,0,-3.535,25.5,344.96375,9.8112072,1.000123058
345030000,0,4104,0,3.221,25.5,345.03,9.8112072,1.000123058
345096250,0,4092,0,-0.94,25.5,345.09625,9.8112072,1.000123058
345162500,0,4091,0,-0.848,25.5,345.1625,9.8112072,1.000123058
345228750,0,4095,0,-1.601,25.5,345.22875,9.8112072,1.000123058
345295000,0,4086,0,0.21,25.5,345.295,9.8112072,1.000123058
345361250,0,4082,0,-4.062,25.5,345.36125,9.8112072,1.000123058
345427500,0,4111,0,0.419,25.5,345.4275,9.8112072,1.000123058
345493750,0,4095,0,-1.294,25.5,345.49375,9.8112072,1.000123058
345560000,0,4090,0,1.738,25.5,345.56,9.8112072,1.000123058
345626250,0,4069,0,1.063,25.5,345.62625,9.8112072,1.000123058
345692500,0,4090,0,1.562,25.5,345.6925,9.8112072,1.000123058
345758750,0,4101,0,-1.365,25.5,345.75875,9.8112072,1.000123058
345825000,0,4102,0,0.318,25.5,345.825,9.8112072,1.000123058
345891250,0,4110,0,2.293,25.5,345.89125,9.8112072,1.000123058
345957500,0,4106,0,1.857,25.5,345.9575,9.8112072,1.000123058
346023750,0,4095,0,1.216,25.5,346.02375,9.8112072,1.000123058
346090000,0,4098,0,-1.585,25.5,346.09,9.8112072,1.000123058
346156250,0,4107,0,-0.32,25.5,346.15625,9.8112072,1.000123058
346222500,0,4107,0,1.527,25.5,346.2225,9.8112072,1.000123058
346288750,0,4099,0,1.359,25.5,346.28875,9.8112072,1.000123058
346355000,0,4096,0,-0.668,25.5,346.355,9.8112072,1.000123058
346421250,0,4089,0,-0.548,25.5,346.42125,9.8112072,1.000123058
346487500,0,4059,0,0.175,25.5,346.4875,9.8112072,1.000123058
346553750,0,4107,0,-2.067,25.5,346.55375,9.8112072,1.000123058
346620000,0,4109,0,0.317,25.5,346.62,9.8112072,1.000123058
346686250,0,4099,0,0.152,25.5,346.68625,9.8112072,1.000123058
346752500,0,4081,0,-1.797,25.5,346.7525,9.8112072,1.000123058
346818750,0,4104,0,3.311,25.5,346.81875,9.8112072,1.000123058
346885000,0,4081,0,4.453,25.5,346.885,9.8112072,1.000123058
346951250,0,4098,0,2.737,25.5,346.95125,9.8112072,1.000123058
347017500,0,4109,0,-0.106,25.5,347.0175,9.8112072,1.000123058
347083750,0,4104,0,0.22,25.5,347.08375,9.8112072,1.000123058
347150000,0,4099,0,1.044,25.5,347.15,9.8112072,1.000123058
347216250,0,4090,0,2.124,25.5,347.21625,9.8112072,1.000123058
347282500,0,4102,0,0.521,25.5,347.2825,9.8112072,1.000123058
347348750,0,4088,0,0.547,25.5,347.34875,9.8112072,1.000123058
347415000,0,4101,0,3.551,25.5,347.415,9.8112072,1.000123058
347481250,0,4079,0,-0.393,25.5,347.48125,9.8112072,1.000123058
347547500,0,4098,0,-1.548,25.5,347.5475,9.8112072,1.000123058
347613750,0,4078,0,2.439,25.5,347.61375,9.8112072,1.000123058
347680000,0,4093,0,1.861,25.5,347.68,9.8112072,1.000123058
347746250,0,4061,0,-0.818,25.5,347.74625,9.8112072,1.000123058
347812500,0,4093,0,-1.377,25.5,347.8125,9.8112072,1.000123058
347878750,0,4107,0,-0.514,25.5,347.87875,9.8112072,1.000123058
347945000,0,4116,0,-1.989,25.5,347.945,9.8112072,1.000123058
348011250,0,4085,0,1.683,25.5,348.01125,9.8112072,1.000123058
348077500,0,4105,0,-0.225,25.5,348.0775,9.8112072,1.000123058
348143750,0,4101,0,1.03,25.5,348.14375,9.8112072,1.000123058
348210000,0,4091,0,2.004,25.5,348.21,9.8112072,1.000123058
348276250,0,4108,0,0.516,25.5,348.27625,9.8112072,1.000123058
348342500,0,4079,0,-1.978,25.5,348.3425,9.8112072,1.000123058
348408750,0,4105,0,0.147,25.5,348.40875,9.8112072,1.000123058
348475000,0,4071,0,-1.488,25.5,348.475,9.8112072,1.000123058
348541250,0,4081,0,-0.65,25.5,348.54125,9.8112072,1.000123058
348607500,0,4070,0,-1.098,25.5,348.6075,9.8112072,1.000123058
348673750,0,4116,0,0.014,25.5,348.67375,9.8112072,1.000123058
348740000,0,4086,0,-2.311,25.5,348.74,9.8112072,1.000123058
348806250,0,4084,0,0.189,25.5,348.80625,9.8112072,1.000123058
348872500,0,4088,0,1.221,25.5,348.8725,9.8112072,1.000123058
348938750,0,4092,0,-0.893,25.5,348.93875,9.8112072,1.000123058
349005000,0,4080,0,-1.301,25.5,349.005,9.8112072,1.000123058
349071250,0,4092,0,0.551,25.5,349.07125,9.8112072,1.000123058
349137500,0,4101,0,1.282,25.5,349.1375,9.8112072,1.000123058
349203750,0,4075,0,-1.818,25.5,349.20375,9.8112072,1.000123058
349270000,0,4077,0,-1.416,25.5,349.27,9.8112072,1.000123058
349336250,0,4114,0,-1.999,25.5,349.33625,9.8112072,1.000123058
349402500,0,4091,0,-0.093,25.5,349.4025,9.8112072,1.000123058
349468750,0,4079,0,-1.196,25.5,349.46875,9.8112072,1.000123058
349535000,0,4104,0,1.71,25.5,349.535,9.8112072,1.000123058
349601250,0,4100,0,1.45,25.5,349.60125,9.8112072,1.000123058
349667500,0,4076,0,0.312,25.5,349.6675,9.8112072,1.000123058
349733750,0,4087,0,0.307,25.5,349.73375,9.8112072,1.000123058
349800000,0,4105,0,-4.046,25.5,349.8,9.8112072,1.000123058
349866250,0,4104,0,-4.08,25.5,349.86625,9.8112072,1.000123058
349932500,0,4088,0,0.428,25.5,349.9325,9.8112072,1.000123058
349998750,0,4082,0,-0.981,25.5,349.99875,9.8112072,1.000123058
350065000,0,4117,0,2.412,25.5,350.065,9.8112072,1.000123058
350131250,0,4099,0,1.519,25.5,350.13125,9.8112072,1.000123058
350197500,0,4083,0,0.067,25.5,350.1975,9.8112072,1.000123058
350263750,0,4090,0,1.454,25.5,350.26375,9.8112072,1.000123058
350330000,0,4110,0,-0.895,25.5,350.33,9.8112072,1.000123058
350396250,0,4105,0,-4.351,25.5,350.39625,9.8112072,1.000123058
350462500,0,4095,0,0.565,25.5,350.4625,9.8112072,1.000123058
350528750,0,4100,0,0.491,25.5,350.52875,9.8112072,1.000123058
350595000,0,4096,0,-0.13,25.5,350.595,9.8112072,1.000123058
350661250,0,4098,0,-3.209,25.5,350.66125,9.8112072,1.000123058
350727500,0,4069,0,3.653,25.5,350.7275,9.8112072,1.000123058
350793750,0,4078,0,0.859,25.5,350.79375,9.8112072,1.000123058
350860000,0,4094,0,1.04,25.5,350.86,9.8112072,1.000123058
350926250,0,4132,0,-3.872,25.5,350.92625,9.8112072,1.000123058
350992500,0,4113,0,1.478,25.5,350.9925,9.8112072,1.000123058
351058750,0,4091,0,2.278,25.5,351.05875,9.8112072,1.000123058
351125000,0,4081,0,3.466,25.5,351.125,9.8112072,1.000123058
351191250,0,4112,0,-2.126,25.5,351.19125,9.8112072,1.000123058
351257500,0,4100,0,2.981,25.5,351.2575,9.8112072,1.000123058
351323750,0,4093,0,2.634,25.5,351.32375,9.8112072,1.000123058
351390000,0,4095,0,1.735,25.5,351.39,9.8112072,1.000123058
351456250,0,4069,0,4.715,25.5,351.45625,9.8112072,1.000123058
351522500,0,4104,0,-1.978,25.5,351.5225,9.8112072,1.000123058
351588750,0,4097,0,1.648,25.5,351.58875,9.8112072,1.000123058
351655000,0,4080,0,-1.483,25.5,351.655,9.8112072,1.000123058
351721250,0,4104,0,-0.614,25.5,351.72125,9.8112072,1.000123058
351787500,0,4089,0,1.435,25.5,351.7875,9.8112072,1.000123058
351853750,0,4108,0,1.823,25.5,351.85375,9.8112072,1.000123058
351920000,0,4101,0,2.477,25.5,351.92,9.8112072,1.000123058
351986250,0,4125,0,-1.589,25.5,351.98625,9.8112072,1.000123058
352052500,0,4092,0,0.641,25.5,352.0525,9.8112072,1.000123058
352118750,0,4125,0,-1.966,25.5,352.11875,9.8112072,1.000123058
352185000,0,4077,0,0.471,25.5,352.185,9.8112072,1.000123058
352251250,0,4087,0,-0.962,25.5,352.25125,9.8112072,1.000123058
352317500,0,4082,0,3.7,25.5,352.3175,9.8112072,1.000123058
352383750,0,4081,0,-3.545,25.5,352.38375,9.8112072,1.000123058
352450000,0,4087,0,-0.89,25.5,352.45,9.8112072,1.000123058
352516250,0,4080,0,-3.66,25.5,352.51625,9.8112072,1.000123058
352582500,0,4107,0,0.532,25.5,352.5825,9.8112072,1.000123058
352648750,0,4078,0,-2.738,25.5,352.64875,9.8112072,1.000123058
352715000,0,4095,0,3.725,25.5,352.715,9.8112072,1.000123058
352781250,0,4124,0,0.038,25.5,352.78125,9.8112072,1.000123058
352847500,0,4118,0,3.953,25.5,352.8475,9.8112072,1.000123058
352913750,0,4096,0,-2.622,25.5,352.91375,9.8112072,1.000123058
352980000,0,4106,0,3.222,25.5,352.98,9.8112072,1.000123058
353046250,0,4078,0,3.306,25.5,353.04625,9.8112072,1.000123058
353112500,0,4107,0,-0.485,25.5,353.1125,9.8112072,1.000123058
353178750,0,4072,0,-1.546,25.5,353.17875,9.8112072,1.000123058
353245000,0,4083,0,-2.632,25.5,353.245,9.8112072,1.000123058
353311250,0,4078,0,-2.58,25.5,353.31125,9.8112072,1.000123058
353377500,0,4114,0,2.257,25.5,353.3775,9.8112072,1.000123058
353443750,0,4070,0,-1.355,25.5,353.44375,9.8112072,1.000123058
353510000,0,4105,0,-0.884,25.5,353.51,9.8112072,1.000123058
353576250,0,4087,0,-0.814,25.5,353.57625,9.8112072,1.000123058
353642500,0,4085,0,-1.421,25.5,353.6425,9.8112072,1.000123058
353708750,0,4108,0,-1.349,25.5,353.70875,9.8112072,1.000123058
353775000,0,4086,0,-1.397,25.5,353.775,9.8112072,1.000123058
353841250,0,4125,0,0.544,25.5,353.84125,9.8112072,1.000123058
353907500,0,4085,0,1.268,25.5,353.9075,9.8112072,1.000123058
353973750,0,4088,0,-4.246,25.5,353.97375,9.8112072,1.000123058
354040000,0,4080,0,2.644,25.5,354.04,9.8112072,1.000123058
354106250,0,4066,0,1.04,25.5,354.10625,9.8112072,1.000123058
354172500,0,4093,0,2.773,25.5,354.1725,9.8112072,1.000123058
354238750,0,4070,0,0.699,25.5,354.23875,9.8112072,1.000123058
354305000,0,4081,0,0.242,25.5,354.305,9.8112072,1.000123058
354371250,0,4094,0,1.834,25.5,354.37125,9.8112072,1.000123058
354437500,0,4083,0,0.14,25.5,354.4375,9.8112072,1.000123058
354503750,0,4109,0,2.41,25.5,354.50375,9.8112072,1.000123058
354570000,0,4095,0,-1.04,25.5,354.57,9.8112072,1.000123058
354636250,0,4110,0,-4.205,25.5,354.63625,9.8112072,1.000123058
354702500,0,4097,0,4.853,25.5,354.7025,9.8112072,1.000123058
354768750,0,4081,0,-1.034,25.5,354.76875,9.8112072,1.000123058
354835000,0,4087,0,1.784,25.5,354.835,9.8112072,1.000123058
354901250,0,4114,0,-0.761,25.5,354.90125,9.8112072,1.000123058
354967500,0,4123,0,-0.745,25.5,354.9675,9.8112072,1.000123058
355033750,0,4120,0,-0.232,25.5,355.03375,9.8112072,1.000123058
355100000,0,4078,0,-0.826,25.5,355.1,9.8112072,1.000123058
355166250,0,4088,0,-1.747,25.5,355.16625,9.8112072,1.000123058
355232500,0,4125,0,3.298,25.5,355.2325,9.8112072,1.000123058
355298750,0,4111,0,-0.951,25.5,355.29875,9.8112072,1.000123058
355365000,0,4080,0,-0.362,25.5,355.365,9.8112072,1.000123058
355431250,0,4117,0,3.973,25.5,355.43125,9.8112072,1.000123058
355497500,0,4090,0,1.184,25.5,355.4975,9.8112072,1.000123058
355563750,0,4091,0,0.015,25.5,355.56375,9.8112072,1.000123058
355630000,0,4087,0,-0.602,25.5,355.63,9.8112072,1.000123058
355696250,0,4122,0,-1.781,25.5,355.69625,9.8112072,1.000123058
355762500,0,4097,0,1.167,25.5,355.7625,9.8112072,1.000123058
355828750,0,4099,0,-0.807,25.5,355.82875,9.8112072,1.000123058
355895000,0,4070,0,3.886,25.5,355.895,9.8112072,1.000123058
355961250,0,4084,0,0.167,25.5,355.96125,9.8112072,1.000123058
356027500,0,4107,0,3.203,25.5,356.0275,9.8112072,1.000123058
356093750,0,4084,0,2.914,25.5,356.09375,9.8112072,1.000123058
356160000,0,4104,0,0.533,25.5,356.16,9.8112072,1.000123058
356226250,0,4077,0,0.487,25.5,356.22625,9.8112072,1.000123058
356292500,0,4085,0,3.022,25.5,356.2925,9.8112072,1.000123058
356358750,0,4090,0,1.208,25.5,356.35875,9.8112072,1.000123058
356425000,0,4082,0,4.128,25.5,356.425,9.8112072,1.000123058
356491250,0,4087,0,0.465,25.5,356.49125,9.8112072,1.000123058
356557500,0,4101,0,-0.341,25.5,356.5575,9.8112072,1.000123058
356623750,0,4131,0,2.296,25.5,356.62375,9.8112072,1.000123058
356690000,0,4068,0,-1.614,25.5,356.69,9.8112072,1.000123058
356756250,0,4092,0,4.097,25.5,356.75625,9.8112072,1.000123058
356822500,0,4115,0,-0.569,25.5,356.8225,9.8112072,1.000123058
356888750,0,4100,0,-1.327,25.5,356.88875,9.8112072,1.000123058
356955000,0,4103,0,-0.98,25.5,356.955,9.8112072,1.000123058
357021250,0,4087,0,1.758,25.5,357.02125,9.8112072,1.000123058
357087500,0,4116,0,1.149,25.5,357.0875,9.8112072,1.000123058
357153750,0,4100,0,0.144,25.5,357.15375,9.8112072,1.000123058
357220000,0,4091,0,-1.137,25.5,357.22,9.8112072,1.000123058
357286250,0,4098,0,0.3,25.5,357.28625,9.8112072,1.000123058
357352500,0,4110,0,1.715,25.5,357.3525,9.8112072,1.000123058
357418750,0,4102,0,2.711,25.5,357.41875,9.8112072,1.000123058
357485000,0,4081,0,0.337,25.5,357.485,9.8112072,1.000123058
357551250,0,4095,0,0.892,25.5,357.55125,9.8112072,1.000123058
357617500,0,4087,0,-0.857,25.5,357.6175,9.8112072,1.000123058
357683750,0,4115,0,0.555,25.5,357.68375,9.8112072,1.000123058
357750000,0,4092,0,-1.59,25.5,357.75,9.8112072,1.000123058
357816250,0,4097,0,-2.044,25.5,357.81625,9.8112072,1.000123058
357882500,0,4111,0,-1.946,25.5,357.8825,9.8112072,1.000123058
357948750,0,4093,0,-2.361,25.5,357.94875,9.8112072,1.000123058
358015000,0,4097,0,1.044,25.5,358.015,9.8112072,1.000123058
358081250,0,4067,0,0.952,25.5,358.08125,9.8112072,1.000123058
358147500,0,4129,0,-0.598,25.5,358.1475,9.8112072,1.000123058
358213750,0,4061,0,-1.155,25.5,358.21375,9.8112072,1.000123058
358280000,0,4087,0,-1.304,25.5,358.28,9.8112072,1.000123058
358346250,0,4122,0,2.845,25.5,358.34625,9.8112072,1.000123058
358412500,0,4085,0,0.019,25.5,358.4125,9.8112072,1.000123058
358478750,0,4129,0,-2.852,25.5,358.47875,9.8112072,1.000123058
358545000,0,4099,0,-2.094,25.5,358.545,9.8112072,1.000123058
358611250,0,4065,0,-0.361,25.5,358.61125,9.8112072,1.000123058
358677500,0,4082,0,-3.121,25.5,358.6775,9.8112072,1.000123058
358743750,0,4089,0,4.663,25.5,358.74375,9.8112072,1.000123058
358810000,0,4103,0,0.653,25.5,358.81,9.8112072,1.000123058
358876250,0,4095,0,0.856,25.5,358.87625,9.8112072,1.000123058
358942500,0,4088,0,-0.252,25.5,358.9425,9.8112072,1.000123058
359008750,0,4103,0,-1.112,25.5,359.00875,9.8112072,1.000123058
359075000,0,4091,0,1.988,25.5,359.075,9.8112072,1.000123058
359141250,0,4084,0,1.488,25.5,359.14125,9.8112072,1.000123058
359207500,0,4075,0,1.203,25.5,359.2075,9.8112072,1.000123058
359273750,0,4071,0,-0.005,25.5,359.27375,9.8112072,1.000123058
359340000,0,4113,0,4.543,25.5,359.34,9.8112072,1.000123058
359406250,0,4096,0,0.644,25.5,359.40625,9.8112072,1.000123058
359472500,0,4108,0,-0.505,25.5,359.4725,9.8112072,1.000123058
359538750,0,4065,0,-2.798,25.5,359.53875,9.8112072,1.000123058
359605000,0,4091,0,-1.857,25.5,359.605,9.8112072,1.000123058
359671250,0,4094,0,0.592,25.5,359.67125,9.8112072,1.000123058
359737500,0,4099,0,-0.962,25.5,359.7375,9.8112072,1.000123058
359803750,0,4073,0,4.758,25.5,359.80375,9.8112072,1.000123058
359870000,0,4124,0,1.385,25.5,359.87,9.8112072,1.000123058
359936250,0,4126,0,-1.365,25.5,359.93625,9.8112072,1.000123058
360002500,0,4105,0,-1.758,25.5,360.0025,9.8112072,1.000123058
360068750,0,4095,0,-1.398,25.5,360.06875,9.8112072,1.000123058
360135000,0,4083,0,-2.364,25.5,360.135,9.8112072,1.000123058
360201250,0,4084,0,1.186,25.5,360.20125,9.8112072,1.000123058
360267500,0,4088,0,-3.23,25.5,360.2675,9.8112072,1.000123058
360333750,0,4094,0,-2.59,25.5,360.33375,9.8112072,1.000123058
360400000,0,4077,0,-1.37,25.5,360.4,9.8112072,1.000123058
360466250,0,4115,0,1.854,25.5,360.46625,9.8112072,1.000123058
360532500,0,4086,0,1.266,25.5,360.5325,9.8112072,1.000123058
360598750,0,4085,0,0.017,25.5,360.59875,9.8112072,1.000123058
360665000,0,4085,0,-2.783,25.5,360.665,9.8112072,1.000123058
360731250,0,4096,0,-0.937,25.5,360.73125,9.8112072,1.000123058
360797500,0,4097,0,2.87,25.5,360.7975,9.8112072,1.000123058
360863750,0,4071,0,-0.829,25.5,360.86375,9.8112072,1.000123058
360930000,0,4112,0,0.013,25.5,360.93,9.8112072,1.000123058
360996250,0,4096,0,-2.373,25.5,360.99625,9.8112072,1.000123058
361062500,0,4092,0,-0.31,25.5,361.0625,9.8112072,1.000123058
361128750,0,4070,0,0.35,25.5,361.12875,9.8112072,1.000123058
361195000,0,4075,0,0.168,25.5,361.195,9.8112072,1.000123058
361261250,0,4095,0,4.26,25.5,361.26125,9.8112072,1.000123058
361327500,0,4107,0,0.071,25.5,361.3275,9.8112072,1.000123058
361393750,0,4087,0,1.763,25.5,361.39375,9.8112072,1.000123058
361460000,0,4081,0,-0.054,25.5,361.46,9.8112072,1.000123058
361526250,0,4081,0,-2.523,25.5,361.52625,9.8112072,1.000123058
361592500,0,4108,0,2.536,25.5,361.5925,9.8112072,1.000123058
361658750,0,4115,0,-1.388,25.5,361.65875,9.8112072,1.000123058
361725000,0,4076,0,-0.754,25.5,361.725,9.8112072,1.000123058
361791250,0,4094,0,-0.899,25.5,361.79125,9.8112072,1.000123058
361857500,0,4120,0,2.841,25.5,361.8575,9.8112072,1.000123058
361923750,0,4077,0,1.738,25.5,361.92375,9.8112072,1.000123058
361990000,0,4108,0,-0.139,25.5,361.99,9.8112072,1.000123058
362056250,0,4097,0,-1.284,25.5,362.05625,9.8112072,1.000123058
362122500,0,4088,0,-2.638,25.5,362.1225,9.8112072,1.000123058
362188750,0,4085,0,0.285,25.5,362.18875,9.8112072,1.000123058
362255000,0,4086,0,1.253,25.5,362.255,9.8112072,1.000123058
362321250,0,4105,0,-3.2,25.5,362.32125,9.8112072,1.000123058
362387500,0,4058,0,0.677,25.5,362.3875,9.8112072,1.000123058
362453750,0,4122,0,-1.439,25.5,362.45375,9.8112072,1.000123058
362520000,0,4090,0,1.294,25.5,362.52,9.8112072,1.000123058
362586250,0,4076,0,0.483,25.5,362.58625,9.8112072,1.000123058
362652500,0,4075,0,0.589,25.5,362.6525,9.8112072,1.000123058
362718750,0,4092,0,2.051,25.5,362.71875,9.8112072,1.000123058
362785000,0,4093,0,1.573,25.5,362.785,9.8112072,1.000123058
362851250,0,4091,0,-1.802,25.5,362.85125,9.8112072,1.000123058
362917500,0,4082,0,0.917,25.5,362.9175,9.8112072,1.000123058
362983750,0,4060,0,-1.208,25.5,362.98375,9.8112072,1.000123058
363050000,0,4112,0,1.25,25.5,363.05,9.8112072,1.000123058
363116250,0,4086,0,-2.736,25.5,363.11625,9.8112072,1.000123058
363182500,0,4098,0,-4.373,25.5,363.1825,9.8112072,1.000123058
363248750,0,4087,0,1.093,25.5,363.24875,9.8112072,1.000123058
363315000,0,4120,0,0.852,25.5,363.315,9.8112072,1.000123058
363381250,0,4095,0,-1.499,25.5,363.38125,9.8112072,1.000123058
363447500,0,4113,0,-0.132,25.5,363.4475,9.8112072,1.000123058
363513750,0,4103,0,0.592,25.5,363.51375,9.8112072,1.000123058
363580000,0,4076,0,-4.559,25.5,363.58,9.8112072,1.000123058
363646250,0,4117,0,0.294,25.5,363.64625,9.8112072,1.000123058
363712500,0,4072,0,2.157,25.5,363.7125,9.8112072,1.000123058
363778750,0,4088,0,0.405,25.5,363.77875,9.8112072,1.000123058
363845000,0,4097,0,-1.729,25.5,363.845,9.8112072,1.000123058
363911250,0,4085,0,3.437,25.5,363.91125,9.8112072,1.000123058
363977500,0,4117,0,0.801,25.5,363.9775,9.8112072,1.000123058
364043750,0,4100,0,0.395,25.5,364.04375,9.8112072,1.000123058
364110000,0,4110,0,1.568,25.5,364.11,9.8112072,1.000123058
364176250,0,4082,0,0.437,25.5,364.17625,9.8112072,1.000123058
364242500,0,4069,0,-0.422,25.5,364.2425,9.8112072,1.000123058
364308750,0,4094,0,2.025,25.5,364.30875,9.8112072,1.000123058
364375000,0,4077,0,1.177,25.5,364.375,9.8112072,1.000123058
364441250,0,4081,0,0,25.5,364.44125,9.8112072,1.000123058
364507500,0,4116,0,1.56,25.5,364.5075,9.8112072,1.000123058
364573750,0,4116,0,-1.027,25.5,364.57375,9.8112072,1.000123058
364640000,0,4096,0,0.226,25.5,364.64,9.8112072,1.000123058
364706250,0,4095,0,-2.744,25.5,364.70625,9.8112072,1.000123058
364772500,0,4085,0,0.578,25.5,364.7725,9.8112072,1.000123058
364838750,0,4088,0,-0.181,25.5,364.83875,9.8112072,1.000123058
364905000,0,4079,0,1.685,25.5,364.905,9.8112072,1.000123058
364971250,0,4075,0,1.905,25.5,364.97125,9.8112072,1.000123058
365037500,0,4105,0,1.162,25.5,365.0375,9.8112072,1.000123058
365103750,0,4131,0,-1.743,25.5,365.10375,9.8112072,1.000123058
365170000,0,4101,0,-1.003,25.5,365.17,9.8112072,1.000123058
