time (us),gyro,sim ACC,mag,alt (m),temp,time (s),Senor Acc (m/s^2),Sensor Acc (gs),,R1,R2
360598750,0,-4115,0,1.032,25.5,360.59875,9.8112072,1.000123058,,18.52184756,1.03224717
360665000,0,-4129,0,2.046,25.5,360.665,9.8112072,1.000123058,,32.71854401,2.04649764
360731250,0,-4119,0,-0.156,25.5,360.73125,9.8112072,1.000123058,,22.57446705,-0.155808472
360797500,0,-4085,0,-1.423,25.5,360.7975,9.8112072,1.000123058,,-10.88457502,-1.422669579
360863750,0,-4121,0,-2.528,25.5,360.86375,9.8112072,1.000123058,,25.25883832,-2.527602674
360930000,0,-4096,0,-3.43,25.5,360.93,9.8112072,1.000123058,,0.123896705,-3.430257178
360996250,0,-4079,0,0.035,25.5,360.99625,9.8112072,1.000123058,,-16.97810048,0.034995745
361062500,0,-4092,0,-0.075,25.5,361.0625,9.8112072,1.000123058,,-3.895509921,-0.074747504
361128750,0,-4086,0,-0.443,25.5,361.12875,9.8112072,1.000123058,,-9.590064362,-0.443394677
361195000,0,-4092,0,0.575,25.5,361.195,9.8112072,1.000123058,,-4.204672295,0.574650107
361261250,0,-4098,0,-2.694,25.5,361.26125,9.8112072,1.000123058,,1.715939703,-2.69431243
361327500,0,-4123,0,2.503,25.5,361.3275,9.8112072,1.000123058,,26.5163456,2.503492267
361393750,0,-4114,0,0.181,25.5,361.39375,9.8112072,1.000123058,,17.65080295,0.180533198
361460000,0,-4086,0,-0.806,25.5,361.46,9.8112072,1.000123058,,-9.852470813,-0.805649953
361526250,0,-4086,0,-0.458,25.5,361.52625,9.8112072,1.000123058,,-9.811462318,-0.457920122
361592500,0,-4089,0,0.335,25.5,361.5925,9.8112072,1.000123058,,-6.82747791,0.334629134
361658750,0,-4103,0,2.183,25.5,361.65875,9.8112072,1.000123058,,6.611574661,2.182631643
361725000,0,-4103,0,-3.149,25.5,361.725,9.8112072,1.000123058,,7.217111433,-3.148988719
361791250,0,-4099,0,3.788,25.5,361.79125,9.8112072,1.000123058,,2.541336562,3.787860147
361857500,0,-4082,0,2.355,25.5,361.8575,9.8112072,1.000123058,,-14.48885373,2.354699452
361923750,0,-4114,0,-0.227,25.5,361.92375,9.8112072,1.000123058,,18.40016087,-0.227274079
361990000,0,-4112,0,-1.537,25.5,361.99,9.8112072,1.000123058,,16.36313534,-1.536844991
362056250,0,-4113,0,-1.307,25.5,362.05625,9.8112072,1.000123058,,16.74560817,-1.30687899
362122500,0,-4089,0,2.445,25.5,362.1225,9.8112072,1.000123058,,-6.755014506,2.445475718
362188750,0,-4128,0,-0.249,25.5,362.18875,9.8112072,1.000123058,,32.43987506,-0.249050928
362255000,0,-4098,0,-3.686,25.5,362.255,9.8112072,1.000123058,,2.481468355,-3.685536113
362321250,0,-4095,0,-0.135,25.5,362.32125,9.8112072,1.000123058,,-0.805363118,-0.135497917
362387500,0,-4096,0,1.619,25.5,362.3875,9.8112072,1.000123058,,-0.09839255,1.618697148
362453750,0,-4096,0,2.141,25.5,362.45375,9.8112072,1.000123058,,0.258270718,2.140846058
362520000,0,-4085,0,-2.418,25.5,362.52,9.8112072,1.000123058,,-10.79577101,-2.417891897
362586250,0,-4076,0,-1.831,25.5,362.58625,9.8112072,1.000123058,,-19.98032918,-1.830818738
362652500,0,-4104,0,0.191,25.5,362.6525,9.8112072,1.000123058,,8.168749352,0.190962764
362718750,0,-4111,0,-1.743,25.5,362.71875,9.8112072,1.000123058,,14.68566263,-1.743418548
362785000,0,-4101,0,-0.743,25.5,362.785,9.8112072,1.000123058,,4.612358962,-0.743281738
362851250,0,-4107,0,-1.284,25.5,362.85125,9.8112072,1.000123058,,11.31089442,-1.283566886
362917500,0,-4102,0,0.579,25.5,362.9175,9.8112072,1.000123058,,5.773866952,0.578965149
362983750,0,-4110,0,0.285,25.5,362.98375,9.8112072,1.000123058,,14.44998437,0.284551839
363050000,0,-4102,0,0.025,25.5,363.05,9.8112072,1.000123058,,6.284503708,0.024707722
363116250,0,-4123,0,1.787,25.5,363.11625,9.8112072,1.000123058,,26.67198751,1.786882715
363182500,0,-4081,0,-0.754,25.5,363.1825,9.8112072,1.000123058,,-14.76019924,-0.753718677
363248750,0,-4101,0,0.699,25.5,363.24875,9.8112072,1.000123058,,4.664265665,0.698849884
363315000,0,-4094,0,1.618,25.5,363.315,9.8112072,1.000123058,,-1.636063929,1.617685601
363381250,0,-4119,0,1.545,25.5,363.38125,9.8112072,1.000123058,,22.72766486,1.544923676
363447500,0,-4087,0,3.023,25.5,363.4475,9.8112072,1.000123058,,-8.625577369,3.022995371
363513750,0,-4096,0,-0.312,25.5,363.51375,9.8112072,1.000123058,,-0.07970956,-0.31188754
363580000,0,-4103,0,0.507,25.5,363.58,9.8112072,1.000123058,,6.657109713,0.506800754
363646250,0,-4103,0,0.542,25.5,363.64625,9.8112072,1.000123058,,7.32633698,0.542498083
363712500,0,-4106,0,-2.568,25.5,363.7125,9.8112072,1.000123058,,10.44747917,-2.56814848
363778750,0,-4112,0,-1.547,25.5,363.77875,9.8112072,1.000123058,,16.18468174,-1.546569826
363845000,0,-4080,0,-0.912,25.5,363.845,9.8112072,1.000123058,,-16.34438994,-0.911536532
363911250,0,-4089,0,-3.569,25.5,363.91125,9.8112072,1.000123058,,-7.194154206,-3.569466656
363977500,0,-4096,0,-1.379,25.5,363.9775,9.8112072,1.000123058,,0.20075568,-1.379455403
364043750,0,-4109,0,-3.879,25.5,364.04375,9.8112072,1.000123058,,12.95761239,-3.879260609
364110000,0,-4102,0,-3.753,25.5,364.11,9.8112072,1.000123058,,6.106343022,-3.752737078
364176250,0,-4107,0,0.266,25.5,364.17625,9.8112072,1.000123058,,11.05902532,0.265890965
364242500,0,-4125,0,1.731,25.5,364.2425,9.8112072,1.000123058,,29.17472591,1.731235252
364308750,0,-4087,0,-1.787,25.5,364.30875,9.8112072,1.000123058,,-9.126070137,-1.787464891
364375000,0,-4103,0,2.608,25.5,364.375,9.8112072,1.000123058,,6.551231623,2.608280436
364441250,0,-4081,0,-4.137,25.5,364.44125,9.8112072,1.000123058,,-15.47273289,-4.137358643
364507500,0,-4090,0,-1.696,25.5,364.5075,9.8112072,1.000123058,,-6.331765053,-1.696385758
364573750,0,-4101,0,-0.096,25.5,364.57375,9.8112072,1.000123058,,4.661536817,-0.096454614
364640000,0,-4100,0,-0.501,25.5,364.64,9.8112072,1.000123058,,3.845286052,-0.500757138
364706250,0,-4112,0,-0.678,25.5,364.70625,9.8112072,1.000123058,,16.12945618,-0.677985824
364772500,0,-4110,0,0.34,25.5,364.7725,9.8112072,1.000123058,,13.65445837,0.340438354
364838750,0,-4130,0,-0.673,25.5,364.83875,9.8112072,1.000123058,,34.01940607,-0.673314675
364905000,0,-4097,0,-0.268,25.5,364.905,9.8112072,1.000123058,,1.249714178,-0.267917627
364971250,0,-4097,0,0.41,25.5,364.97125,9.8112072,1.000123058,,1.287284452,0.409746255
365037500,0,-4107,0,0.229,25.5,365.0375,9.8112072,1.000123058,,11.39707531,0.228820783
365103750,0,-4086,0,-1.633,25.5,365.10375,9.8112072,1.000123058,,-10.22195652,-1.632991524
365170000,0,-4107,0,0.589,25.5,365.17,9.8112072,1.000123058,,11.19443911,0.588583671
365236250,0,-4095,0,2.167,25.5,365.23625,9.8112072,1.000123058,,-1.430978738,2.167112477
365302500,0,-4087,0,0.378,25.5,365.3025,9.8112072,1.000123058,,-9.459318472,0.377812167
365368750,0,-4113,0,-1.116,25.5,365.36875,9.8112072,1.000123058,,17.41724898,-1.116028433
365435000,0,-4073,0,-0.457,25.5,365.435,9.8112072,1.000123058,,-23.24999791,-0.457333242
365501250,0,-4096,0,0.636,25.5,365.50125,9.8112072,1.000123058,,0.327429946,0.636200516
365567500,0,-4068,0,0.167,25.5,365.5675,9.8112072,1.000123058,,-28.32979841,0.166577819
365633750,0,-4096,0,1.931,25.5,365.63375,9.8112072,1.000123058,,-0.46033229,1.930510043
365700000,0,-4094,0,2.414,25.5,365.7,9.8112072,1.000123058,,-1.912523638,2.413536794
365766250,0,-4127,0,-2.417,25.5,365.76625,9.8112072,1.000123058,,30.64560897,-2.416922084
365832500,0,-4083,0,0.295,25.5,365.8325,9.8112072,1.000123058,,-13.00887814,0.295362649
365898750,0,-4104,0,-1.031,25.5,365.89875,9.8112072,1.000123058,,8.389577626,-1.031074838
365965000,0,-4090,0,0.684,25.5,365.965,9.8112072,1.000123058,,-5.828891074,0.683564109
366031250,0,-4061,0,2.751,25.5,366.03125,9.8112072,1.000123058,,-35.47488308,2.75069317
366097500,0,-4089,0,1.708,25.5,366.0975,9.8112072,1.000123058,,-6.846549387,1.708294941
366163750,0,-4119,0,0.316,25.5,366.16375,9.8112072,1.000123058,,23.27660127,0.316289053
366230000,0,-4128,0,3.693,25.5,366.23,9.8112072,1.000123058,,32.24774299,3.692672239
366296250,0,-4099,0,-1.568,25.5,366.29625,9.8112072,1.000123058,,3.180505212,-1.567743813
366362500,0,-4064,0,-5.717,25.5,366.3625,9.8112072,1.000123058,,-32.27732442,-5.716509665
366428750,0,-4106,0,0.491,25.5,366.42875,9.8112072,1.000123058,,10.1339499,0.491327573
366495000,0,-4097,0,-0.161,25.5,366.495,9.8112072,1.000123058,,1.01471301,-0.160550109
366561250,0,-4064,0,-1.65,25.5,366.56125,9.8112072,1.000123058,,-31.68276104,-1.650086968
366627500,0,-4086,0,0.735,25.5,366.6275,9.8112072,1.000123058,,-10.18585752,0.735126931
366693750,0,-4112,0,1.722,25.5,366.69375,9.8112072,1.000123058,,16.46367655,1.721749643
366760000,0,-4090,0,-1.769,25.5,366.76,9.8112072,1.000123058,,-5.706898929,-1.768706146
366826250,0,-4104,0,-1.223,25.5,366.82625,9.8112072,1.000123058,,8.294166103,-1.222874792
366892500,0,-4096,0,3.382,25.5,366.8925,9.8112072,1.000123058,,-0.427248303,3.381920695
366958750,0,-4106,0,1.239,25.5,366.95875,9.8112072,1.000123058,,10.38087808,1.239410128
367025000,0,-4091,0,-0.962,25.5,367.025,9.8112072,1.000123058,,-4.636214743,-0.96228811
367091250,0,-4119,0,-3.817,25.5,367.09125,9.8112072,1.000123058,,23.09676162,-3.816837324
367157500,0,-4080,0,2,25.5,367.1575,9.8112072,1.000123058,,-16.29811009,2.000453361
367223750,0,-4100,0,-1.521,25.5,367.22375,9.8112072,1.000123058,,3.663792587,-1.521382234
367290000,0,-4097,0,0.165,25.5,367.29,9.8112072,1.000123058,,1.276991501,0.165227612
367356250,0,-4069,0,-0.646,25.5,367.35625,9.8112072,1.000123058,,-26.78122015,-0.646478332
367422500,0,-4090,0,0.254,25.5,367.4225,9.8112072,1.000123058,,-5.894834878,0.253539669
367488750,0,-4105,0,-2.249,25.5,367.48875,9.8112072,1.000123058,,9.31235317,-2.249207056
367555000,0,-4097,0,-1.291,25.5,367.555,9.8112072,1.000123058,,1.094239156,-1.290972777
367621250,0,-4100,0,-1.889,25.5,367.62125,9.8112072,1.000123058,,4.30262822,-1.888796534
367687500,0,-4090,0,1.998,25.5,367.6875,9.8112072,1.000123058,,-6.392069314,1.998080447
367753750,0,-4092,0,-1.709,25.5,367.75375,9.8112072,1.000123058,,-4.302363824,-1.709041653
367820000,0,-4078,0,2.301,25.5,367.82,9.8112072,1.000123058,,-18.03153861,2.300660175
367886250,0,-4106,0,0.591,25.5,367.88625,9.8112072,1.000123058,,9.984168647,0.590765253
367952500,0,-4103,0,-1.991,25.5,367.9525,9.8112072,1.000123058,,6.763847627,-1.991126318
368018750,0,-4103,0,-1.615,25.5,368.01875,9.8112072,1.000123058,,7.255290889,-1.614653495
368085000,0,-4089,0,1.925,25.5,368.085,9.8112072,1.000123058,,-7.308582644,1.924687546
368151250,0,-4099,0,0.713,25.5,368.15125,9.8112072,1.000123058,,3.253992463,0.712530898
368217500,0,-4095,0,2.995,25.5,368.2175,9.8112072,1.000123058,,-1.0769199,2.995218751
368283750,0,-4106,0,2.707,25.5,368.28375,9.8112072,1.000123058,,9.74153574,2.706964414
368350000,0,-4110,0,-0.195,25.5,368.35,9.8112072,1.000123058,,14.19670826,-0.19489684
368416250,0,-4107,0,0.379,25.5,368.41625,9.8112072,1.000123058,,11.14162162,0.379444409
368482500,0,-4091,0,-3.862,25.5,368.4825,9.8112072,1.000123058,,-5.183964562,-3.862172802
368548750,0,-4113,0,-1.912,25.5,368.54875,9.8112072,1.000123058,,17.37130813,-1.912373374
368615000,0,-4096,0,2.657,25.5,368.615,9.8112072,1.000123058,,-0.016474976,2.657478236
368681250,0,-4063,0,-0.662,25.5,368.68125,9.8112072,1.000123058,,-32.61499345,-0.662197017
368747500,0,-4084,0,1.281,25.5,368.7475,9.8112072,1.000123058,,-12.10472325,1.281391298
368813750,0,-4078,0,-1.488,25.5,368.81375,9.8112072,1.000123058,,-18.05796337,-1.487913783
368880000,0,-4125,0,1.381,25.5,368.88,9.8112072,1.000123058,,28.70248037,1.380814059
368946250,0,-4107,0,0.563,25.5,368.94625,9.8112072,1.000123058,,10.96129709,0.563466584
369012500,0,-4114,0,-2.005,25.5,369.0125,9.8112072,1.000123058,,17.93405654,-2.004776898
369078750,0,-4093,0,4.443,25.5,369.07875,9.8112072,1.000123058,,-2.638343997,4.443165552
369145000,0,-4089,0,-0.021,25.5,369.145,9.8112072,1.000123058,,-7.36697064,-0.020868966
369211250,0,-4092,0,0.641,25.5,369.21125,9.8112072,1.000123058,,-3.85219872,0.641055793
369277500,0,-4102,0,-1.492,25.5,369.2775,9.8112072,1.000123058,,6.276857656,-1.491785652
369343750,0,-4087,0,3.631,25.5,369.34375,9.8112072,1.000123058,,-9.195904432,3.630931785
369410000,0,-4095,0,-1.887,25.5,369.41,9.8112072,1.000123058,,-1.408488349,-1.887055035
369476250,0,-4087,0,0.947,25.5,369.47625,9.8112072,1.000123058,,-9.207229559,0.94743967
369542500,0,-4079,0,-0.291,25.5,369.5425,9.8112072,1.000123058,,-16.81520133,-0.291316781
369608750,0,-4094,0,2.632,25.5,369.60875,9.8112072,1.000123058,,-1.971595861,2.631863303
369675000,0,-4085,0,1.467,25.5,369.675,9.8112072,1.000123058,,-10.60182915,1.466663582
369741250,0,-4070,0,0.397,25.5,369.74125,9.8112072,1.000123058,,-25.99721491,0.396598086
369807500,0,-4103,0,1.341,25.5,369.8075,9.8112072,1.000123058,,6.91323426,1.340555243
369873750,0,-4102,0,-1.596,25.5,369.87375,9.8112072,1.000123058,,6.246996087,-1.595573273
369940000,0,-4098,0,-0.449,25.5,369.94,9.8112072,1.000123058,,1.789643029,-0.448573327
370006250,0,-4095,0,-1.259,25.5,370.00625,9.8112072,1.000123058,,-1.062918549,-1.259116437
370072500,0,-4121,0,-0.916,25.5,370.0725,9.8112072,1.000123058,,25.23260094,-0.916204343
370138750,0,-4107,0,-5.869,25.5,370.13875,9.8112072,1.000123058,,11.1461,-5.868967066
370205000,0,-4148,0,-0.025,25.5,370.205,9.8112072,1.000123058,,52.10660325,-0.025494423
370271250,0,-4115,0,-0.811,25.5,370.27125,9.8112072,1.000123058,,18.79723836,-0.811138121
370337500,0,-4091,0,2.955,25.5,370.3375,9.8112072,1.000123058,,-5.454814009,2.954659156
370403750,0,-4100,0,0.615,25.5,370.40375,9.8112072,1.000123058,,3.957538184,0.614614709
370470000,0,-4101,0,-3.037,25.5,370.47,9.8112072,1.000123058,,4.61925966,-3.036876103
370536250,0,-4087,0,2.096,25.5,370.53625,9.8112072,1.000123058,,-8.599518452,2.096439063
370602500,0,-4101,0,1.289,25.5,370.6025,9.8112072,1.000123058,,4.888947106,1.288688764
370668750,0,-4095,0,0.462,25.5,370.66875,9.8112072,1.000123058,,-1.265278609,0.461792824
370735000,0,-4085,0,0.729,25.5,370.735,9.8112072,1.000123058,,-10.66172571,0.729099844
370801250,0,-4068,0,3.863,25.5,370.80125,9.8112072,1.000123058,,-28.04914029,3.863215207
370867500,0,-4101,0,-2.389,25.5,370.8675,9.8112072,1.000123058,,4.507870919,-2.38947485
370933750,0,-4078,0,2.13,25.5,370.93375,9.8112072,1.000123058,,-17.79149725,2.130004208
371000000,0,-4075,0,-1.369,25.5,371,9.8112072,1.000123058,,-20.69060587,-1.369297476
371066250,0,-4099,0,1.467,25.5,371.06625,9.8112072,1.000123058,,3.360244954,1.466764294
371132500,0,-4104,0,2.458,25.5,371.1325,9.8112072,1.000123058,,7.820190618,2.458173425
371198750,0,-4102,0,-1.176,25.5,371.19875,9.8112072,1.000123058,,6.414762297,-1.176083009
371265000,0,-4096,0,-2.962,25.5,371.265,9.8112072,1.000123058,,-0.287465592,-2.962137387
371331250,0,-4103,0,0.122,25.5,371.33125,9.8112072,1.000123058,,6.496945933,0.122454803
371397500,0,-4105,0,4.646,25.5,371.3975,9.8112072,1.000123058,,9.010010214,4.645617103
371463750,0,-4083,0,0.281,25.5,371.46375,9.8112072,1.000123058,,-12.7102917,0.2807075
371530000,0,-4073,0,0.793,25.5,371.53,9.8112072,1.000123058,,-22.61839002,0.792762818
371596250,0,-4111,0,-1.048,25.5,371.59625,9.8112072,1.000123058,,14.96268665,-1.048484031
371662500,0,-4110,0,0.665,25.5,371.6625,9.8112072,1.000123058,,13.83433336,0.664945083
371728750,0,-4125,0,-1.317,25.5,371.72875,9.8112072,1.000123058,,29.23813118,-1.316741555
371795000,0,-4105,0,0.786,25.5,371.795,9.8112072,1.000123058,,8.96257686,0.786396699
371861250,0,-4107,0,0.717,25.5,371.86125,9.8112072,1.000123058,,10.79668502,0.716531467
371927500,0,-4113,0,-3.387,25.5,371.9275,9.8112072,1.000123058,,17.2326238,-3.387202721
371993750,0,-4091,0,-0.573,25.5,371.99375,9.8112072,1.000123058,,-5.077822297,-0.572831291
372060000,0,-4121,0,-0.465,25.5,372.06,9.8112072,1.000123058,,25.13731933,-0.465102186
372126250,0,-4086,0,0.1,25.5,372.12625,9.8112072,1.000123058,,-10.4238525,0.100272138
372192500,0,-4080,0,-0.629,25.5,372.1925,9.8112072,1.000123058,,-15.56517134,-0.628797921
372258750,0,-4072,0,-1.952,25.5,372.25875,9.8112072,1.000123058,,-24.4444906,-1.951635384
372325000,0,-4077,0,-1.216,25.5,372.325,9.8112072,1.000123058,,-18.59207205,-1.215563018
372391250,0,-4075,0,0.216,25.5,372.39125,9.8112072,1.000123058,,-20.8290233,0.215647983
372457500,0,-4081,0,1.963,25.5,372.4575,9.8112072,1.000123058,,-14.90333011,1.963477256
372523750,0,-4077,0,-0.714,25.5,372.52375,9.8112072,1.000123058,,-19.21240113,-0.713957335
372590000,0,-4089,0,3.044,25.5,372.59,9.8112072,1.000123058,,-7.154668118,3.044266986
372656250,0,-4110,0,-2.257,25.5,372.65625,9.8112072,1.000123058,,14.24518613,-2.256534482
372722500,0,-4073,0,-0.615,25.5,372.7225,9.8112072,1.000123058,,-22.91220764,-0.614825231
372788750,0,-4086,0,0.629,25.5,372.78875,9.8112072,1.000123058,,-9.869539468,0.62854549
372855000,0,-4086,0,1.806,25.5,372.855,9.8112072,1.000123058,,-9.620428564,1.805860571
372921250,0,-4112,0,0.079,25.5,372.92125,9.8112072,1.000123058,,16.48454258,0.079358239
372987500,0,-4091,0,-2.018,25.5,372.9875,9.8112072,1.000123058,,-4.621047386,-2.017851003
373053750,0,-4088,0,-0.132,25.5,373.05375,9.8112072,1.000123058,,-8.433776157,-0.132283515
373120000,0,-4104,0,0.928,25.5,373.12,9.8112072,1.000123058,,8.471148208,0.9284648
373186250,0,-4090,0,-1.278,25.5,373.18625,9.8112072,1.000123058,,-6.268905286,-1.27775547
373252500,0,-4094,0,1.5,25.5,373.2525,9.8112072,1.000123058,,-1.812740828,1.499736122
373318750,0,-4081,0,0.188,25.5,373.31875,9.8112072,1.000123058,,-14.98443151,0.188404326
373385000,0,-4071,0,1.934,25.5,373.385,9.8112072,1.000123058,,-25.02369081,1.934305646
373451250,0,-4070,0,-0.426,25.5,373.45125,9.8112072,1.000123058,,-25.7472011,-0.425733748
373517500,0,-4089,0,1.072,25.5,373.5175,9.8112072,1.000123058,,-6.773958646,1.072487475
373583750,0,-4141,0,-0.906,25.5,373.58375,9.8112072,1.000123058,,44.60197259,-0.906217431
373650000,0,-4104,0,-2.54,25.5,373.65,9.8112072,1.000123058,,8.032109964,-2.540356857
373716250,0,-4086,0,-4.121,25.5,373.71625,9.8112072,1.000123058,,-10.23391788,-4.120743457
373782500,0,-4084,0,-1.526,25.5,373.7825,9.8112072,1.000123058,,-12.09941561,-1.525785141
373848750,0,-4081,0,0.572,25.5,373.84875,9.8112072,1.000123058,,-15.01440128,0.571841452
373915000,0,-4074,0,3.195,25.5,373.915,9.8112072,1.000123058,,-21.90211395,3.195407347
373981250,0,-4081,0,-3.521,25.5,373.98125,9.8112072,1.000123058,,-15.20975262,-3.520690851
374047500,0,-4114,0,-0.07,25.5,374.0475,9.8112072,1.000123058,,18.40715149,-0.069865422
374113750,0,-4121,0,-3.159,25.5,374.11375,9.8112072,1.000123058,,24.81809015,-3.158520754
374180000,0,-4111,0,-1.763,25.5,374.18,9.8112072,1.000123058,,15.15955944,-1.762587158
374246250,0,-4126,0,2.29,25.5,374.24625,9.8112072,1.000123058,,29.5352971,2.289530088
374312500,0,-4116,0,1.259,25.5,374.3125,9.8112072,1.000123058,,20.09718277,1.259058621
374378750,0,-4087,0,-0.099,25.5,374.37875,9.8112072,1.000123058,,-8.879500905,-0.098547114
374445000,0,-4097,0,0.361,25.5,374.445,9.8112072,1.000123058,,0.835768857,0.360892855
374511250,0,-4114,0,-0.048,25.5,374.51125,9.8112072,1.000123058,,17.94413036,-0.04791151
374577500,0,-4091,0,-2.244,25.5,374.5775,9.8112072,1.000123058,,-5.107946913,-2.24441355
374643750,0,-4090,0,0.791,25.5,374.64375,9.8112072,1.000123058,,-6.042960523,0.791344105
374710000,0,-4093,0,-0.245,25.5,374.71,9.8112072,1.000123058,,-3.417882974,-0.245383692
374776250,0,-4107,0,2.03,25.5,374.77625,9.8112072,1.000123058,,10.83596482,2.030487839
374842500,0,-4062,0,-2.382,25.5,374.8425,9.8112072,1.000123058,,-34.07573163,-2.381715921
374908750,0,-4102,0,2.919,25.5,374.90875,9.8112072,1.000123058,,6.437446123,2.91937136
374975000,0,-4067,0,3.526,25.5,374.975,9.8112072,1.000123058,,-28.71008013,3.526311136
375041250,0,-4120,0,-1.815,25.5,375.04125,9.8112072,1.000123058,,24.26827161,-1.815432315
375107500,0,-4105,0,1.942,25.5,375.1075,9.8112072,1.000123058,,9.067872219,1.941710428
375173750,0,-4080,0,-1.82,25.5,375.17375,9.8112072,1.000123058,,-16.3042639,-1.820077934
375240000,0,-4075,0,0.9,25.5,375.24,9.8112072,1.000123058,,-21.22334933,0.900272223
375306250,0,-4114,0,-3.673,25.5,375.30625,9.8112072,1.000123058,,17.93108688,-3.672679624
375372500,0,-4124,0,-0.845,25.5,375.3725,9.8112072,1.000123058,,28.45050434,-0.844872849
375438750,0,-4073,0,-1.481,25.5,375.43875,9.8112072,1.000123058,,-23.10369266,-1.481314469
375505000,0,-4095,0,0.355,25.5,375.505,9.8112072,1.000123058,,-1.491865773,0.355064091
375571250,0,-4083,0,0.504,25.5,375.57125,9.8112072,1.000123058,,-12.61301477,0.503775121
375637500,0,-4092,0,-0.465,25.5,375.6375,9.8112072,1.000123058,,-4.214614629,-0.465165849
375703750,0,-4117,0,-0.691,25.5,375.70375,9.8112072,1.000123058,,20.9824948,-0.691402991
375770000,0,-4107,0,1.746,25.5,375.77,9.8112072,1.000123058,,10.75132862,1.746325745
375836250,0,-4112,0,0.213,25.5,375.83625,9.8112072,1.000123058,,16.33157121,0.212637662
375902500,0,-4091,0,0.634,25.5,375.9025,9.8112072,1.000123058,,-4.823635274,0.633871849
375968750,0,-4120,0,-0.997,25.5,375.96875,9.8112072,1.000123058,,24.49580245,-0.996645372
376035000,0,-4098,0,1.919,25.5,376.035,9.8112072,1.000123058,,1.788420865,1.918967211
376101250,0,-4071,0,-3.34,25.5,376.10125,9.8112072,1.000123058,,-24.96514534,-3.339791936
376167500,0,-4083,0,1.054,25.5,376.1675,9.8112072,1.000123058,,-13.17747871,1.054392626
376233750,0,-4102,0,4.198,25.5,376.23375,9.8112072,1.000123058,,6.002667608,4.198296896
376300000,0,-4098,0,1.612,25.5,376.3,9.8112072,1.000123058,,2.275372293,1.611704687
376366250,0,-4076,0,-2,25.5,376.36625,9.8112072,1.000123058,,-19.60870247,-2.000017037
376432500,0,-4096,0,0.305,25.5,376.4325,9.8112072,1.000123058,,-0.415537179,0.304953418
376498750,0,-4089,0,0.841,25.5,376.49875,9.8112072,1.000123058,,-6.813126838,0.840954432
376565000,0,-4113,0,-0.219,25.5,376.565,9.8112072,1.000123058,,16.51635075,-0.219134145
376631250,0,-4095,0,2.65,25.5,376.63125,9.8112072,1.000123058,,-1.322310916,2.650056153
376697500,0,-4102,0,1.607,25.5,376.6975,9.8112072,1.000123058,,5.745502126,1.606734443
376763750,0,-4104,0,2.063,25.5,376.76375,9.8112072,1.000123058,,7.814789791,2.063349893
376830000,0,-4101,0,-2.28,25.5,376.83,9.8112072,1.000123058,,4.548674418,-2.280488902
376896250,0,-4069,0,-1.527,25.5,376.89625,9.8112072,1.000123058,,-26.74393962,-1.527425112
376962500,0,-4097,0,0.882,25.5,376.9625,9.8112072,1.000123058,,1.068524509,0.881608664
377028750,0,-4099,0,-1.689,25.5,377.02875,9.8112072,1.000123058,,3.040637506,-1.689253845
377095000,0,-4102,0,2.27,25.5,377.095,9.8112072,1.000123058,,5.680052585,2.270478534
377161250,0,-4091,0,-2.135,25.5,377.16125,9.8112072,1.000123058,,-5.293075823,-2.134891366
377227500,0,-4084,0,-0.29,25.5,377.2275,9.8112072,1.000123058,,-12.13298734,-0.290017926
377293750,0,-4109,0,0.478,25.5,377.29375,9.8112072,1.000123058,,13.37028228,0.477826843
377360000,0,-4104,0,-1.108,25.5,377.36,9.8112072,1.000123058,,8.340213974,-1.108284825
377426250,0,-4110,0,-1.655,25.5,377.42625,9.8112072,1.000123058,,13.6421126,-1.654905555
377492500,0,-4075,0,-0.849,25.5,377.4925,9.8112072,1.000123058,,-21.28315994,-0.849399344
377558750,0,-4055,0,-1.151,25.5,377.55875,9.8112072,1.000123058,,-41.00192631,-1.15118474
377625000,0,-4101,0,-1.307,25.5,377.625,9.8112072,1.000123058,,5.386279011,-1.306690337
377691250,0,-4107,0,2.263,25.5,377.69125,9.8112072,1.000123058,,11.17868225,2.262584801
377757500,0,-4120,0,1.407,25.5,377.7575,9.8112072,1.000123058,,24.1217523,1.407049392
377823750,0,-4088,0,0.342,25.5,377.82375,9.8112072,1.000123058,,-8.100710567,0.341747558
377890000,0,-4069,0,-4.386,25.5,377.89,9.8112072,1.000123058,,-27.16662836,-4.385869635
377956250,0,-4088,0,-2.462,25.5,377.95625,9.8112072,1.000123058,,-8.465866274,-2.462387058
378022500,0,-4105,0,0.99,25.5,378.0225,9.8112072,1.000123058,,9.371161015,0.989661241
378088750,0,-4094,0,1.677,25.5,378.08875,9.8112072,1.000123058,,-2.389812425,1.677323537
378155000,0,-4101,0,0.014,25.5,378.155,9.8112072,1.000123058,,5.401078996,0.013546136
378221250,0,-4096,0,-1.792,25.5,378.22125,9.8112072,1.000123058,,0.493832516,-1.791761449
378287500,0,-4105,0,1.084,25.5,378.2875,9.8112072,1.000123058,,8.506308934,1.08373491
378353750,0,-4108,0,-3.597,25.5,378.35375,9.8112072,1.000123058,,11.85731393,-3.596887625
378420000,0,-4097,0,3.551,25.5,378.42,9.8112072,1.000123058,,0.92405235,3.551375423
378486250,0,-4087,0,-1.044,25.5,378.48625,9.8112072,1.000123058,,-8.586921745,-1.044407968
378552500,0,-4067,0,-0.146,25.5,378.5525,9.8112072,1.000123058,,-28.73971204,-0.14611549
